"probeset","nProbes","EntrezID","process","specificity","coverage","robust","overall","symbol","best"
"201569_s_at",11,"25813",102,1,1,0.843545172933105,0.843545172933105,"SAMM50",TRUE
"211709_s_at",11,"6320",102,1,1,0.843545172933105,0.843545172933105,"CLEC11A",TRUE
"237861_at",11,"100506105",102,1,1,0.843545172933105,0.843545172933105,"LOC100506105",TRUE
"1557094_at",11,"100996760",104,1,1,0.840735698871031,0.840735698871031,"LOC100996760",TRUE
"234464_s_at",11,"146956",106,1,1,0.837935581918402,0.837935581918402,"EME1",TRUE
"1563039_at",11,"100506195",109,1,1,0.833752882925995,0.833752882925995,"LOC100506195",TRUE
"1553099_at",11,"200765",110,1,1,0.832363294787784,0.832363294787784,"TIGD1",TRUE
"203996_s_at",11,"755",110,1,1,0.832363294787784,0.832363294787784,"C21orf2",TRUE
"208212_s_at",11,"238",110,1,1,0.832363294787784,0.832363294787784,"ALK",TRUE
"36553_at",16,"8623",111,1,1,0.830976022629805,0.830976022629805,"ASMTL",TRUE
"37462_i_at",13,"8175",111,1,1,0.830976022629805,0.830976022629805,"SF3A2",TRUE
"1567657_at",11,"26716",112,1,1,0.829591062592088,0.829591062592088,"OR2H1",TRUE
"214749_s_at",11,"54470",114,1,1,0.826828063469733,0.826828063469733,"ARMCX6",TRUE
"236480_at",11,"100506211",115,1,1,0.825450016697283,0.825450016697283,"MIR210HG",TRUE
"210683_at",11,"4902",116,1,1,0.824074266669455,0.824074266669455,"NRTN",TRUE
"1553215_s_at",11,"221016",117,1,1,0.822700809558339,0.822700809558339,"CCDC7",TRUE
"235428_at",11,"100507316",117,1,1,0.822700809558339,0.822700809558339,"LOC100507316",TRUE
"213485_s_at",11,"89845",118,1,1,0.821329641542408,0.821329641542408,"ABCC10",TRUE
"1566363_at",11,"1791",120,1,1,0.818594157541827,0.818594157541827,"DNTT",TRUE
"201227_s_at",11,"4714",120,1,1,0.818594157541827,0.818594157541827,"NDUFB8",TRUE
"1553207_at",11,"285598",121,1,1,0.817229833945924,0.817229833945924,"ARL10",TRUE
"201358_s_at",11,"1315",121,1,1,0.817229833945924,0.817229833945924,"COPB1",TRUE
"225649_s_at",11,"140901",122,1,1,0.81586778422268,0.81586778422268,"STK35",TRUE
"230972_at",11,"122416",65,0.909090909090909,1,0.897247341819263,0.815679401653875,"ANKRD9",TRUE
"1560060_s_at",11,"55048",123,1,1,0.814508004582309,0.814508004582309,"VPS37C",TRUE
"244434_at",11,"27197",123,1,1,0.814508004582309,0.814508004582309,"GPR82",TRUE
"201558_at",11,"8480",124,1,1,0.813150491241339,0.813150491241339,"RAE1",TRUE
"212964_at",11,"23119",125,1,1,0.811795240422603,0.811795240422603,"HIC2",TRUE
"214221_at",11,"7840",125,1,1,0.811795240422603,0.811795240422603,"ALMS1",TRUE
"1553351_at",11,"161725",126,1,1,0.810442248355232,0.810442248355232,"OTUD7A",TRUE
"230903_s_at",11,"157695",128,1,1,0.807743025422516,0.807743025422516,"C8orf42",TRUE
"214095_at",11,"6472",71,0.909090909090909,1,0.888312170732301,0.807556518847546,"SHMT2",TRUE
"1554340_a_at",11,"374946",129,1,1,0.806396787046811,0.806396787046811,"DRAXIN",TRUE
"1569144_a_at",11,"375791",129,1,1,0.806396787046811,0.806396787046811,"C9orf169",TRUE
"207165_at",11,"3161",129,1,1,0.806396787046811,0.806396787046811,"HMMR",TRUE
"244643_at",11,"100506652",129,1,1,0.806396787046811,0.806396787046811,"LOC100506652",TRUE
"217824_at",11,"51465",130,1,1,0.805052792401733,0.805052792401733,"UBE2J1",TRUE
"230252_at",11,"57121",130,1,1,0.805052792401733,0.805052792401733,"LPAR5",TRUE
"32062_at",16,"9684",130,1,1,0.805052792401733,0.805052792401733,"LRRC14",TRUE
"232164_s_at",11,"83481",73,0.909090909090909,1,0.885353597697,0.804866906997273,"EPPK1",TRUE
"205250_s_at",11,"80184",131,1,1,0.80371103774773,0.80371103774773,"CEP290",TRUE
"236849_at",11,"143187",131,1,1,0.80371103774773,0.80371103774773,"VTI1A",TRUE
"210302_s_at",11,"10586",132,1,1,0.802371519351484,0.802371519351484,"MAB21L2",TRUE
"243406_at",11,"100652857",132,1,1,0.802371519351484,0.802371519351484,"TMCO5B",TRUE
"1566403_at",11,"26780",75,0.909090909090909,1,0.882404878353559,0.80218625304869,"SNORA68",TRUE
"213326_at",11,"6843",135,1,1,0.798366344469371,0.798366344469371,"VAMP1",TRUE
"221605_s_at",11,"51268",135,1,1,0.798366344469371,0.798366344469371,"PIPOX",TRUE
"1556096_s_at",11,"440279",136,1,1,0.797035733895256,0.797035733895256,"UNC13C",TRUE
"216313_at",11,"54661",136,1,1,0.797035733895256,0.797035733895256,"PCDHB17",TRUE
"34764_at",16,"23395",97.5,0.9375,1,0.849900863634477,0.796782059657322,"LARS2",TRUE
"1554057_at",11,"645676",137,1,1,0.79570734100543,0.79570734100543,"ASH1L-AS1",TRUE
"204446_s_at",11,"240",137,1,1,0.79570734100543,0.79570734100543,"ALOX5",TRUE
"1552767_a_at",11,"90161",138,1,1,0.794381162103755,0.794381162103755,"HS6ST2",TRUE
"217663_at",11,"10780",138,1,1,0.794381162103755,0.794381162103755,"ZNF234",TRUE
"231712_at",11,"647219",138,1,1,0.794381162103755,0.794381162103755,"ASCL5",TRUE
"1560035_at",11,"285093",139,1,1,0.793057193500248,0.793057193500248,"CXXC11",TRUE
"1568696_at",11,"441549",139,1,1,0.793057193500248,0.793057193500248,"CDNF",TRUE
"212761_at",11,"6934",139,1,1,0.793057193500248,0.793057193500248,"TCF7L2",TRUE
"222171_s_at",11,"63876",139,1,1,0.793057193500248,0.793057193500248,"PKNOX2",TRUE
"239647_at",11,"166012",139,1,1,0.793057193500248,0.793057193500248,"CHST13",TRUE
"239727_at",11,"64150",139,1,1,0.793057193500248,0.793057193500248,"DIO3OS",TRUE
"1558421_a_at",11,"400258",140,1,1,0.791735431511081,0.791735431511081,"C14orf180",TRUE
"1557820_at",11,"10939",141,1,1,0.790415872458563,0.790415872458563,"AFG3L2",TRUE
"1559263_s_at",11,"340152",141,1,1,0.790415872458563,0.790415872458563,"ZC3H12D",TRUE
"227003_at",11,"9364",141,1,1,0.790415872458563,0.790415872458563,"RAB28",TRUE
"228806_at",11,"6097",141,1,1,0.790415872458563,0.790415872458563,"RORC",TRUE
"229232_at",11,"255252",141,1,1,0.790415872458563,0.790415872458563,"LRRC57",TRUE
"209335_at",11,"1634",142,1,1,0.789098512671132,0.789098512671132,"DCN",TRUE
"238005_s_at",11,"25942",142,1,1,0.789098512671132,0.789098512671132,"SIN3A",TRUE
"1555923_a_at",11,"399726",143,1,1,0.787783348483347,0.787783348483347,"C10orf114",TRUE
"204000_at",11,"10681",143,1,1,0.787783348483347,0.787783348483347,"GNB5",TRUE
"209695_at",11,"11156",143,1,1,0.787783348483347,0.787783348483347,"PTP4A3",TRUE
"214630_at",11,"1585",86.5,0.909090909090909,1,0.865639326555212,0.78694484232292,"CYP11B2",TRUE
"221219_s_at",11,"54758",144,1,1,0.786470376235874,0.786470376235874,"KLHDC4",TRUE
"240749_at",11,"100505862",144,1,1,0.786470376235874,0.786470376235874,"LOC100505862",TRUE
"243208_x_at",11,"284382",87,0.909090909090909,1,0.864917659629803,0.786288781481639,"ACTL9",TRUE
"208904_s_at",11,"6234",146,1,1,0.783850992955022,0.783850992955022,"RPS28",TRUE
"225726_s_at",11,"57475",146,1,1,0.783850992955022,0.783850992955022,"PLEKHH1",TRUE
"44065_at",16,"84934",108,0.9375,1,0.835144790910846,0.782948241478918,"C12orf52",TRUE
"202573_at",11,"1455",147,1,1,0.78254457463343,0.78254457463343,"CSNK1G2",TRUE
"226419_s_at",11,"645460",147,1,1,0.78254457463343,0.78254457463343,"FLJ44342",TRUE
"1557170_at",11,"284086",90,0.909090909090909,1,0.860600274974569,0.782363886340517,"NEK8",TRUE
"236666_s_at",11,"390205",148,1,1,0.781240333675708,0.781240333675708,"LRRC10B",TRUE
"1568377_x_at",11,"245937",91,0.909090909090909,1,0.859165941182945,0.78105994652995,"DEFB124",TRUE
"1553253_at",11,"92591",149,1,1,0.779938266452915,0.779938266452915,"ASB16",TRUE
"209492_x_at",11,"521",149,1,1,0.779938266452915,0.779938266452915,"ATP5I",TRUE
"230498_at",11,"2847",149,1,1,0.779938266452915,0.779938266452915,"MCHR1",TRUE
"1556793_a_at",11,"128876",151,1,1,0.77734063872659,0.77734063872659,"FAM83C",TRUE
"234662_at",11,"642636",151,1,1,0.77734063872659,0.77734063872659,"RAD21L1",TRUE
"1559607_s_at",11,"163351",152,1,1,0.776045070995379,0.776045070995379,"GBP6",TRUE
"214604_at",11,"3237",152,1,1,0.776045070995379,0.776045070995379,"HOXD11",TRUE
"240830_at",11,"677769",152,1,1,0.776045070995379,0.776045070995379,"SCARNA17",TRUE
"1560734_at",11,"283694",95,0.909090909090909,1,0.853452471770227,0.775865883427479,"OR4N4",TRUE
"215235_at",11,"6709",153,1,1,0.77475166254372,0.77475166254372,"SPTAN1",TRUE
"201582_at",11,"10483",154,1,1,0.773460409772813,0.773460409772813,"SEC23B",TRUE
"212048_s_at",11,"8565",154,1,1,0.773460409772813,0.773460409772813,"YARS",TRUE
"231969_at",11,"56977",154,1,1,0.773460409772813,0.773460409772813,"STOX2",TRUE
"235217_at",11,"100216546",154,1,1,0.773460409772813,0.773460409772813,"LOC100216546",TRUE
"243785_at",11,"100272217",155,1,1,0.772171309089859,0.772171309089859,"LOC100272217",TRUE
"244660_at",11,"1994",155,1,1,0.772171309089859,0.772171309089859,"ELAVL1",TRUE
"1562249_at",11,"285965",156,1,1,0.770884356908042,0.770884356908042,"EPHA1-AS1",TRUE
"213993_at",11,"10418",156,1,1,0.770884356908042,0.770884356908042,"SPON1",TRUE
"225563_at",11,"255967",156,1,1,0.770884356908042,0.770884356908042,"PAN3",TRUE
"227527_at",11,"8085",156,1,1,0.770884356908042,0.770884356908042,"MLL2",TRUE
"242888_at",11,"100874032",156,1,1,0.770884356908042,0.770884356908042,"PRRT3-AS1",TRUE
"1556308_at",11,"285368",157,1,1,0.769599549646529,0.769599549646529,"PRRT3",TRUE
"222685_at",11,"54801",157,1,1,0.769599549646529,0.769599549646529,"HAUS6",TRUE
"236248_x_at",11,"93624",100,0.909090909090909,1,0.84636403537314,0.769421850339218,"TADA2B",TRUE
"1561650_s_at",11,"285692",158,1,1,0.768316883730451,0.768316883730451,"LOC285692",TRUE
"226385_s_at",11,"115416",158,1,1,0.768316883730451,0.768316883730451,"MALSU1",TRUE
"239509_at",11,"100192386",158,1,1,0.768316883730451,0.768316883730451,"FLJ16779",TRUE
"206190_at",11,"2840",101,0.909090909090909,1,0.844953428647518,0.768139480588653,"GPR17",TRUE
"200027_at",11,"4677",159,1,1,0.767036355590901,0.767036355590901,"NARS",TRUE
"226597_at",11,"92840",159,1,1,0.767036355590901,0.767036355590901,"REEP6",TRUE
"215903_s_at",11,"23139",161,1,1,0.764481698395474,0.764481698395474,"MAST2",TRUE
"225081_s_at",11,"55536",161,1,1,0.764481698395474,0.764481698395474,"CDCA7L",TRUE
"206072_at",11,"7349",162,1,1,0.763207562231482,0.763207562231482,"UCN",TRUE
"228209_at",11,"100527964",162,1,1,0.763207562231482,0.763207562231482,"LOC100527964",TRUE
"236027_at",11,"119392",162,1,1,0.763207562231482,0.763207562231482,"SFR1",TRUE
"239801_at",11,"9810",162,1,1,0.763207562231482,0.763207562231482,"RNF40",TRUE
"239977_at",11,"374470",162,1,1,0.763207562231482,0.763207562231482,"C12orf42",TRUE
"243124_at",11,"653390",162,1,1,0.763207562231482,0.763207562231482,"RRN3P2",TRUE
"209667_at",11,"8824",105,0.909090909090909,1,0.839334472706246,0.76303133882386,"CES2",TRUE
"1553713_a_at",11,"121268",163,1,1,0.761935549627762,0.761935549627762,"RHEBL1",TRUE
"212426_s_at",11,"10971",163,1,1,0.761935549627762,0.761935549627762,"YWHAQ",TRUE
"219517_at",11,"80237",163,1,1,0.761935549627762,0.761935549627762,"ELL3",TRUE
"244704_at",11,"4801",163,1,1,0.761935549627762,0.761935549627762,"NFYB",TRUE
"1553970_s_at",11,"1056",106,0.909090909090909,1,0.837935581918402,0.76175961992582,"CEL",TRUE
"1555238_at",11,"113091",106,0.909090909090909,1,0.837935581918402,0.76175961992582,"PTH2",TRUE
"1558969_a_at",11,"132241",164,1,1,0.76066565704505,0.76066565704505,"RPL32P3",TRUE
"208691_at",11,"7037",164,1,1,0.76066565704505,0.76066565704505,"TFRC",TRUE
"225735_at",11,"57182",164,1,1,0.76066565704505,0.76066565704505,"ANKRD50",TRUE
"1552562_at",11,"148268",107,0.909090909090909,1,0.836539022615205,0.760490020559277,"ZNF570",TRUE
"206864_s_at",11,"8739",165,1,1,0.759397880949974,0.759397880949974,"HRK",TRUE
"206580_s_at",11,"30008",166,1,1,0.758132217815058,0.758132217815058,"EFEMP2",TRUE
"231176_at",11,"284338",109,0.909090909090909,1,0.833752882925995,0.757957166296359,"PRR19",TRUE
"1559266_s_at",11,"387640",167,1,1,0.756868664118699,0.756868664118699,"SKIDA1",TRUE
"1569246_a_at",11,"203076",167,1,1,0.756868664118699,0.756868664118699,"C8orf74",TRUE
"224698_at",11,"57488",167,1,1,0.756868664118699,0.756868664118699,"ESYT2",TRUE
"228069_at",11,"113115",167,1,1,0.756868664118699,0.756868664118699,"FAM54A",TRUE
"206790_s_at",11,"4707",168,1,1,0.755607216345168,0.755607216345168,"NDUFB1",TRUE
"214662_at",11,"23160",168,1,1,0.755607216345168,0.755607216345168,"WDR43",TRUE
"215280_s_at",11,"8541",168,1,1,0.755607216345168,0.755607216345168,"PPFIA3",TRUE
"229839_at",11,"286133",168,1,1,0.755607216345168,0.755607216345168,"SCARA5",TRUE
"238935_at",11,"51065",168,1,1,0.755607216345168,0.755607216345168,"RPS27L",TRUE
"244364_at",11,"53904",168,1,1,0.755607216345168,0.755607216345168,"MYO3A",TRUE
"1554401_a_at",11,"6991",169,1,1,0.754347870984593,0.754347870984593,"TCTE3",TRUE
"210929_s_at",11,"197",169,1,1,0.754347870984593,0.754347870984593,"AHSG",TRUE
"231223_at",11,"64478",169,1,1,0.754347870984593,0.754347870984593,"CSMD1",TRUE
"232010_at",11,"56884",169,1,1,0.754347870984593,0.754347870984593,"FSTL5",TRUE
"204036_at",11,"1902",170,1,1,0.753090624532952,0.753090624532952,"LPAR1",TRUE
"214306_at",11,"4976",170,1,1,0.753090624532952,0.753090624532952,"OPA1",TRUE
"222447_at",11,"51108",170,1,1,0.753090624532952,0.753090624532952,"METTL9",TRUE
"233491_at",11,"100268168",170,1,1,0.753090624532952,0.753090624532952,"LOC100268168",TRUE
"1559646_a_at",11,"100302691",171,1,1,0.751835473492063,0.751835473492063,"LINC00184",TRUE
"209459_s_at",11,"18",171,1,1,0.751835473492063,0.751835473492063,"ABAT",TRUE
"224279_s_at",11,"26256",171,1,1,0.751835473492063,0.751835473492063,"CABYR",TRUE
"239680_at",11,"79968",171,1,1,0.751835473492063,0.751835473492063,"WDR76",TRUE
"1556375_at",11,"100996421",114,0.909090909090909,1,0.826828063469733,0.751661875881576,"LOC100996421",TRUE
"209381_x_at",11,"8175",172,1,1,0.750582414369577,0.750582414369577,"SF3A2",FALSE
"213853_at",11,"120526",172,1,1,0.750582414369577,0.750582414369577,"DNAJC24",TRUE
"220973_s_at",11,"81858",172,1,1,0.750582414369577,0.750582414369577,"SHARPIN",TRUE
"1553907_a_at",11,"161829",173,1,1,0.749331443678961,0.749331443678961,"EXD1",TRUE
"1555786_s_at",11,"645687",173,1,1,0.749331443678961,0.749331443678961,"LINC00520",TRUE
"1569453_a_at",11,"692247",173,1,1,0.749331443678961,0.749331443678961,"LOC692247",TRUE
"211678_s_at",11,"55905",173,1,1,0.749331443678961,0.749331443678961,"RNF114",TRUE
"221441_at",11,"2928",173,1,1,0.749331443678961,0.749331443678961,"GSC2",TRUE
"239792_at",11,"440288",173,1,1,0.749331443678961,0.749331443678961,"LOC440288",TRUE
"227480_at",11,"56241",116,0.909090909090909,1,0.824074266669455,0.749158424244959,"SUSD2",TRUE
"207720_at",11,"4014",174,1,1,0.748082557939496,0.748082557939496,"LOR",TRUE
"231761_at",11,"2864",117,0.909090909090909,1,0.822700809558339,0.747909826871217,"FFAR1",TRUE
"204141_at",11,"7280",175,1,1,0.746835753676263,0.746835753676263,"TUBB2A",TRUE
"231175_at",11,"221336",175,1,1,0.746835753676263,0.746835753676263,"BEND6",TRUE
"233525_s_at",11,"158314",175,1,1,0.746835753676263,0.746835753676263,"LINC00475",TRUE
"238732_at",11,"255631",175,1,1,0.746835753676263,0.746835753676263,"COL24A1",TRUE
"238739_at",11,"253430",175,1,1,0.746835753676263,0.746835753676263,"IPMK",TRUE
"228844_at",11,"284111",118,0.909090909090909,1,0.821329641542408,0.746663310493098,"SLC13A5",TRUE
"213836_s_at",11,"55062",176,1,1,0.745591027420136,0.745591027420136,"WIPI1",TRUE
"214039_s_at",11,"55353",176,1,1,0.745591027420136,0.745591027420136,"LAPTM4B",TRUE
"1557424_at",11,"100505878",119,0.909090909090909,1,0.819960758806504,0.745418871642276,"LOC100505878",TRUE
"231407_s_at",11,"8928",119,0.909090909090909,1,0.819960758806504,0.745418871642276,"FOXH1",TRUE
"243526_at",11,"349136",119,0.909090909090909,1,0.819960758806504,0.745418871642276,"WDR86",TRUE
"202630_at",11,"10513",177,1,1,0.744348375707769,0.744348375707769,"APPBP2",TRUE
"209596_at",11,"25878",177,1,1,0.744348375707769,0.744348375707769,"MXRA5",TRUE
"229025_s_at",11,"196294",177,1,1,0.744348375707769,0.744348375707769,"IMMP1L",TRUE
"230679_at",11,"79269",177,1,1,0.744348375707769,0.744348375707769,"DCAF10",TRUE
"1562916_at",11,"100359394",178,1,1,0.74310779508159,0.74310779508159,"LINC00102",TRUE
"236553_at",11,"100507520",178,1,1,0.74310779508159,0.74310779508159,"LOC100507520",TRUE
"243478_at",11,"9435",178,1,1,0.74310779508159,0.74310779508159,"CHST2",TRUE
"206600_s_at",11,"9121",179,1,1,0.741869282089787,0.741869282089787,"SLC16A5",TRUE
"218701_at",11,"51110",179,1,1,0.741869282089787,0.741869282089787,"LACTB2",TRUE
"231397_at",11,"163404",179,1,1,0.741869282089787,0.741869282089787,"LPPR5",TRUE
"234296_s_at",11,"56159",179,1,1,0.741869282089787,0.741869282089787,"TEX11",TRUE
"1553844_a_at",11,"256815",122,0.909090909090909,1,0.81586778422268,0.741697985656982,"C10orf67",TRUE
"200941_at",11,"3281",180,1,1,0.740632833286304,0.740632833286304,"HSBP1",TRUE
"228853_at",11,"6815",180,1,1,0.740632833286304,0.740632833286304,"STYX",TRUE
"229390_at",11,"441168",123,0.909090909090909,1,0.814508004582309,0.740461822347554,"FAM26F",TRUE
"206055_s_at",11,"6627",181,1,1,0.739398445230827,0.739398445230827,"SNRPA1",TRUE
"214044_at",11,"6262",181,1,1,0.739398445230827,0.739398445230827,"RYR2",TRUE
"223941_at",11,"26261",181,1,1,0.739398445230827,0.739398445230827,"FBXO24",TRUE
"227013_at",11,"26524",181,1,1,0.739398445230827,0.739398445230827,"LATS2",TRUE
"230075_at",11,"116442",181,1,1,0.739398445230827,0.739398445230827,"RAB39B",TRUE
"239381_at",11,"5650",181,1,1,0.739398445230827,0.739398445230827,"KLK7",TRUE
"240058_at",11,"100996416",181,1,1,0.739398445230827,0.739398445230827,"LOC100996416",TRUE
"210313_at",11,"23547",124,0.909090909090909,1,0.813150491241339,0.739227719310308,"LILRA4",TRUE
"205802_at",11,"7220",182,1,1,0.738166114488775,0.738166114488775,"TRPC1",TRUE
"213260_at",11,"2296",182,1,1,0.738166114488775,0.738166114488775,"FOXC1",TRUE
"214746_s_at",11,"168544",182,1,1,0.738166114488775,0.738166114488775,"ZNF467",TRUE
"235004_at",11,"221662",182,1,1,0.738166114488775,0.738166114488775,"RBM24",TRUE
"201415_at",11,"2937",125,0.909090909090909,1,0.811795240422603,0.737995673111457,"GSS",TRUE
"209153_s_at",11,"6929",125,0.909090909090909,1,0.811795240422603,0.737995673111457,"TCF3",TRUE
"221012_s_at",11,"81603",125,0.909090909090909,1,0.811795240422603,0.737995673111457,"TRIM8",TRUE
"213240_s_at",11,"3851",183,1,1,0.736935837631294,0.736935837631294,"KRT4",TRUE
"219476_at",11,"79098",183,1,1,0.736935837631294,0.736935837631294,"C1orf116",TRUE
"225147_at",11,"9265",183,1,1,0.736935837631294,0.736935837631294,"CYTH3",TRUE
"237783_at",11,"153770",183,1,1,0.736935837631294,0.736935837631294,"PLAC8L1",TRUE
"1558689_a_at",11,"441461",184,1,1,0.735707611235242,0.735707611235242,"LOC441461",TRUE
"229957_at",11,"641649",127,0.909090909090909,1,0.80909151127464,0.7355377375224,"TMEM91",TRUE
"1559363_at",11,"283587",185,1,1,0.734481431883183,0.734481431883183,"LOC283587",TRUE
"213526_s_at",11,"55957",185,1,1,0.734481431883183,0.734481431883183,"LIN37",TRUE
"223096_at",11,"51602",185,1,1,0.734481431883183,0.734481431883183,"NOP58",TRUE
"236023_at",11,"1025",185,1,1,0.734481431883183,0.734481431883183,"CDK9",TRUE
"236269_at",11,"89887",185,1,1,0.734481431883183,0.734481431883183,"ZNF628",TRUE
"1562365_at",11,"286177",128,0.909090909090909,1,0.807743025422516,0.734311841293196,"LOC286177",TRUE
"210111_s_at",11,"23008",128,0.909090909090909,1,0.807743025422516,0.734311841293196,"KLHDC10",TRUE
"1553635_s_at",11,"200132",186,1,1,0.733257296163378,0.733257296163378,"TCTEX1D1",TRUE
"204539_s_at",11,"9620",186,1,1,0.733257296163378,0.733257296163378,"CELSR1",TRUE
"222068_s_at",11,"123872",186,1,1,0.733257296163378,0.733257296163378,"DNAAF1",TRUE
"230110_at",11,"255231",186,1,1,0.733257296163378,0.733257296163378,"MCOLN2",TRUE
"1557636_a_at",11,"136288",187,1,1,0.732035200669772,0.732035200669772,"C7orf57",TRUE
"201849_at",11,"664",187,1,1,0.732035200669772,0.732035200669772,"BNIP3",TRUE
"212959_s_at",11,"79158",187,1,1,0.732035200669772,0.732035200669772,"GNPTAB",TRUE
"223631_s_at",11,"64073",187,1,1,0.732035200669772,0.732035200669772,"C19orf33",TRUE
"239983_at",11,"169026",187,1,1,0.732035200669772,0.732035200669772,"SLC30A8",TRUE
"213475_s_at",11,"3683",130,0.909090909090909,1,0.805052792401733,0.731866174910667,"ITGAL",TRUE
"1559828_at",11,"170370",188,1,1,0.730815142001989,0.730815142001989,"FAM170B",TRUE
"221374_at",11,"8823",188,1,1,0.730815142001989,0.730815142001989,"FGF16",TRUE
"236340_at",11,"100506380",188,1,1,0.730815142001989,0.730815142001989,"LOC100506380",TRUE
"241521_at",11,"100507652",188,1,1,0.730815142001989,0.730815142001989,"LOC100507652",TRUE
"214255_at",11,"57194",131,0.909090909090909,1,0.80371103774773,0.730646397952482,"ATP10A",TRUE
"1555348_at",11,"339488",189,1,1,0.729597116765319,0.729597116765319,"TFAP2E",TRUE
"207482_at",11,"27296",189,1,1,0.729597116765319,0.729597116765319,"TP53TG5",TRUE
"219347_at",11,"55270",189,1,1,0.729597116765319,0.729597116765319,"NUDT15",TRUE
"240409_at",11,"100616668",189,1,1,0.729597116765319,0.729597116765319,"TPTE2P5",TRUE
"200629_at",11,"7453",190,1,1,0.72838112157071,0.72838112157071,"WARS",TRUE
"212500_at",11,"84890",190,1,1,0.72838112157071,0.72838112157071,"ADO",TRUE
"222423_at",11,"80762",190,1,1,0.72838112157071,0.72838112157071,"NDFIP1",TRUE
"227766_at",11,"3981",190,1,1,0.72838112157071,0.72838112157071,"LIG4",TRUE
"236295_s_at",11,"197358",190,1,1,0.72838112157071,0.72838112157071,"NLRC3",TRUE
"74694_s_at",16,"79874",110,0.875,1,0.832363294787784,0.728317882939311,"RABEP2",TRUE
"228546_at",11,"1804",191,1,1,0.727167153034759,0.727167153034759,"DPP6",TRUE
"229091_s_at",11,"54619",191,1,1,0.727167153034759,0.727167153034759,"CCNJ",TRUE
"229190_at",11,"100507376",134.5,0.909090909090909,1,0.799032482544769,0.72639316594979,"LOC100507376",TRUE
"1553601_a_at",11,"259236",192,1,1,0.725955207779701,0.725955207779701,"TMIE",TRUE
"212360_at",11,"271",192,1,1,0.725955207779701,0.725955207779701,"AMPD2",TRUE
"1560448_at",11,"340037",135,0.909090909090909,1,0.798366344469371,0.725787585881247,"PRR7-AS1",TRUE
"227325_at",11,"255783",192.5,1,1,0.725349992828495,0.725349992828495,"PRR24",TRUE
"238188_at",11,"574432",192.5,1,1,0.725349992828495,0.725349992828495,"C1orf148",TRUE
"202912_at",11,"133",193,1,1,0.724745282433401,0.724745282433401,"ADM",TRUE
"220748_s_at",11,"51157",193,1,1,0.724745282433401,0.724745282433401,"ZNF580",TRUE
"238725_at",11,"3659",193,1,1,0.724745282433401,0.724745282433401,"IRF1",TRUE
"213796_at",11,"6698",136,0.909090909090909,1,0.797035733895256,0.724577939904778,"SPRR1A",TRUE
"222294_s_at",11,"5873",136,0.909090909090909,1,0.797035733895256,0.724577939904778,"RAB27A",TRUE
"214288_s_at",11,"5689",194,1,1,0.723537373629346,0.723537373629346,"PSMB1",TRUE
"218233_s_at",11,"100188893",194,1,1,0.723537373629346,0.723537373629346,"TOMM6",TRUE
"218702_at",11,"54938",194,1,1,0.723537373629346,0.723537373629346,"SARS2",TRUE
"230939_at",11,"100996457",194,1,1,0.723537373629346,0.723537373629346,"LOC100996457",TRUE
