"probeset","nProbes","EntrezID","process","specificity","coverage","robust","overall","symbol","best"
"213326_at",11,"6843",135,1,1,0.798366344469371,0.798366344469371,"VAMP1",TRUE
"221605_s_at",11,"51268",135,1,1,0.798366344469371,0.798366344469371,"PIPOX",TRUE
"216313_at",11,"54661",136,1,1,0.797035733895256,0.797035733895256,"PCDHB17",TRUE
"34764_at",16,"23395",97.5,0.9375,1,0.849900863634477,0.796782059657322,"LARS2",TRUE
"204446_s_at",11,"240",137,1,1,0.79570734100543,0.79570734100543,"ALOX5",TRUE
"217663_at",11,"10780",138,1,1,0.794381162103755,0.794381162103755,"ZNF234",TRUE
"212761_at",11,"6934",139,1,1,0.793057193500248,0.793057193500248,"TCF7L2",TRUE
"222171_s_at",11,"63876",139,1,1,0.793057193500248,0.793057193500248,"PKNOX2",TRUE
"209335_at",11,"1634",142,1,1,0.789098512671132,0.789098512671132,"DCN",TRUE
"204000_at",11,"10681",143,1,1,0.787783348483347,0.787783348483347,"GNB5",TRUE
"209695_at",11,"11156",143,1,1,0.787783348483347,0.787783348483347,"PTP4A3",TRUE
"214630_at",11,"1585",86.5,0.909090909090909,1,0.865639326555212,0.78694484232292,"CYP11B2",TRUE
"221219_s_at",11,"54758",144,1,1,0.786470376235874,0.786470376235874,"KLHDC4",TRUE
"208904_s_at",11,"6234",146,1,1,0.783850992955022,0.783850992955022,"RPS28",TRUE
"44065_at",16,"84934",108,0.9375,1,0.835144790910846,0.782948241478918,"C12orf52",TRUE
"202573_at",11,"1455",147,1,1,0.78254457463343,0.78254457463343,"CSNK1G2",TRUE
"209492_x_at",11,"521",149,1,1,0.779938266452915,0.779938266452915,"ATP5I",TRUE
"214604_at",11,"3237",152,1,1,0.776045070995379,0.776045070995379,"HOXD11",TRUE
"215235_at",11,"6709",153,1,1,0.77475166254372,0.77475166254372,"SPTAN1",TRUE
"201582_at",11,"10483",154,1,1,0.773460409772813,0.773460409772813,"SEC23B",TRUE
"212048_s_at",11,"8565",154,1,1,0.773460409772813,0.773460409772813,"YARS",TRUE
"213993_at",11,"10418",156,1,1,0.770884356908042,0.770884356908042,"SPON1",TRUE
"206190_at",11,"2840",101,0.909090909090909,1,0.844953428647518,0.768139480588653,"GPR17",TRUE
"200027_at",11,"4677",159,1,1,0.767036355590901,0.767036355590901,"NARS",TRUE
"215903_s_at",11,"23139",161,1,1,0.764481698395474,0.764481698395474,"MAST2",TRUE
"206072_at",11,"7349",162,1,1,0.763207562231482,0.763207562231482,"UCN",TRUE
"209667_at",11,"8824",105,0.909090909090909,1,0.839334472706246,0.76303133882386,"CES2",TRUE
"212426_s_at",11,"10971",163,1,1,0.761935549627762,0.761935549627762,"YWHAQ",TRUE
"219517_at",11,"80237",163,1,1,0.761935549627762,0.761935549627762,"ELL3",TRUE
"208691_at",11,"7037",164,1,1,0.76066565704505,0.76066565704505,"TFRC",TRUE
"206864_s_at",11,"8739",165,1,1,0.759397880949974,0.759397880949974,"HRK",TRUE
"206580_s_at",11,"30008",166,1,1,0.758132217815058,0.758132217815058,"EFEMP2",TRUE
"206790_s_at",11,"4707",168,1,1,0.755607216345168,0.755607216345168,"NDUFB1",TRUE
"214662_at",11,"23160",168,1,1,0.755607216345168,0.755607216345168,"WDR43",TRUE
"215280_s_at",11,"8541",168,1,1,0.755607216345168,0.755607216345168,"PPFIA3",TRUE
"210929_s_at",11,"197",169,1,1,0.754347870984593,0.754347870984593,"AHSG",TRUE
"204036_at",11,"1902",170,1,1,0.753090624532952,0.753090624532952,"LPAR1",TRUE
"214306_at",11,"4976",170,1,1,0.753090624532952,0.753090624532952,"OPA1",TRUE
"209459_s_at",11,"18",171,1,1,0.751835473492063,0.751835473492063,"ABAT",TRUE
"209381_x_at",11,"8175",172,1,1,0.750582414369577,0.750582414369577,"SF3A2",FALSE
"213853_at",11,"120526",172,1,1,0.750582414369577,0.750582414369577,"DNAJC24",TRUE
"220973_s_at",11,"81858",172,1,1,0.750582414369577,0.750582414369577,"SHARPIN",TRUE
"211678_s_at",11,"55905",173,1,1,0.749331443678961,0.749331443678961,"RNF114",TRUE
"221441_at",11,"2928",173,1,1,0.749331443678961,0.749331443678961,"GSC2",TRUE
"207720_at",11,"4014",174,1,1,0.748082557939496,0.748082557939496,"LOR",TRUE
"204141_at",11,"7280",175,1,1,0.746835753676263,0.746835753676263,"TUBB2A",TRUE
"213836_s_at",11,"55062",176,1,1,0.745591027420136,0.745591027420136,"WIPI1",TRUE
"214039_s_at",11,"55353",176,1,1,0.745591027420136,0.745591027420136,"LAPTM4B",TRUE
"202630_at",11,"10513",177,1,1,0.744348375707769,0.744348375707769,"APPBP2",TRUE
"209596_at",11,"25878",177,1,1,0.744348375707769,0.744348375707769,"MXRA5",TRUE
"206600_s_at",11,"9121",179,1,1,0.741869282089787,0.741869282089787,"SLC16A5",TRUE
"218701_at",11,"51110",179,1,1,0.741869282089787,0.741869282089787,"LACTB2",TRUE
"200941_at",11,"3281",180,1,1,0.740632833286304,0.740632833286304,"HSBP1",TRUE
"206055_s_at",11,"6627",181,1,1,0.739398445230827,0.739398445230827,"SNRPA1",TRUE
"214044_at",11,"6262",181,1,1,0.739398445230827,0.739398445230827,"RYR2",TRUE
"210313_at",11,"23547",124,0.909090909090909,1,0.813150491241339,0.739227719310308,"LILRA4",TRUE
"205802_at",11,"7220",182,1,1,0.738166114488775,0.738166114488775,"TRPC1",TRUE
"213260_at",11,"2296",182,1,1,0.738166114488775,0.738166114488775,"FOXC1",TRUE
"214746_s_at",11,"168544",182,1,1,0.738166114488775,0.738166114488775,"ZNF467",TRUE
"201415_at",11,"2937",125,0.909090909090909,1,0.811795240422603,0.737995673111457,"GSS",TRUE
"209153_s_at",11,"6929",125,0.909090909090909,1,0.811795240422603,0.737995673111457,"TCF3",TRUE
"221012_s_at",11,"81603",125,0.909090909090909,1,0.811795240422603,0.737995673111457,"TRIM8",TRUE
"213240_s_at",11,"3851",183,1,1,0.736935837631294,0.736935837631294,"KRT4",TRUE
"219476_at",11,"79098",183,1,1,0.736935837631294,0.736935837631294,"C1orf116",TRUE
"213526_s_at",11,"55957",185,1,1,0.734481431883183,0.734481431883183,"LIN37",TRUE
"210111_s_at",11,"23008",128,0.909090909090909,1,0.807743025422516,0.734311841293196,"KLHDC10",TRUE
"204539_s_at",11,"9620",186,1,1,0.733257296163378,0.733257296163378,"CELSR1",TRUE
"222068_s_at",11,"123872",186,1,1,0.733257296163378,0.733257296163378,"DNAAF1",TRUE
"201849_at",11,"664",187,1,1,0.732035200669772,0.732035200669772,"BNIP3",TRUE
"212959_s_at",11,"79158",187,1,1,0.732035200669772,0.732035200669772,"GNPTAB",TRUE
"213475_s_at",11,"3683",130,0.909090909090909,1,0.805052792401733,0.731866174910667,"ITGAL",TRUE
"221374_at",11,"8823",188,1,1,0.730815142001989,0.730815142001989,"FGF16",TRUE
"214255_at",11,"57194",131,0.909090909090909,1,0.80371103774773,0.730646397952482,"ATP10A",TRUE
"207482_at",11,"27296",189,1,1,0.729597116765319,0.729597116765319,"TP53TG5",TRUE
"219347_at",11,"55270",189,1,1,0.729597116765319,0.729597116765319,"NUDT15",TRUE
"200629_at",11,"7453",190,1,1,0.72838112157071,0.72838112157071,"WARS",TRUE
"212500_at",11,"84890",190,1,1,0.72838112157071,0.72838112157071,"ADO",TRUE
"74694_s_at",16,"79874",110,0.875,1,0.832363294787784,0.728317882939311,"RABEP2",TRUE
"212360_at",11,"271",192,1,1,0.725955207779701,0.725955207779701,"AMPD2",TRUE
"202912_at",11,"133",193,1,1,0.724745282433401,0.724745282433401,"ADM",TRUE
"220748_s_at",11,"51157",193,1,1,0.724745282433401,0.724745282433401,"ZNF580",TRUE
"213796_at",11,"6698",136,0.909090909090909,1,0.797035733895256,0.724577939904778,"SPRR1A",TRUE
"222294_s_at",11,"5873",136,0.909090909090909,1,0.797035733895256,0.724577939904778,"RAB27A",TRUE
"214288_s_at",11,"5689",194,1,1,0.723537373629346,0.723537373629346,"PSMB1",TRUE
"218233_s_at",11,"100188893",194,1,1,0.723537373629346,0.723537373629346,"TOMM6",TRUE
"218702_at",11,"54938",194,1,1,0.723537373629346,0.723537373629346,"SARS2",TRUE
"205111_s_at",11,"51196",195,1,1,0.72233147800663,0.72233147800663,"PLCE1",TRUE
"220146_at",11,"51284",195,1,1,0.72233147800663,0.72233147800663,"TLR7",TRUE
"206426_at",11,"2315",138,0.909090909090909,1,0.794381162103755,0.722164692821595,"MLANA",TRUE
"202512_s_at",11,"9474",196,1,1,0.721127592209952,0.721127592209952,"ATG5",TRUE
"207687_at",11,"3626",196,1,1,0.721127592209952,0.721127592209952,"INHBC",TRUE
"212496_s_at",11,"23030",196,1,1,0.721127592209952,0.721127592209952,"KDM4B",TRUE
"219489_s_at",11,"64359",196,1,1,0.721127592209952,0.721127592209952,"NXN",TRUE
"202117_at",11,"392",197,1,1,0.719925712889602,0.719925712889602,"ARHGAP1",TRUE
"213571_s_at",11,"9470",140,0.909090909090909,1,0.791735431511081,0.719759483191892,"EIF4E2",TRUE
"209609_s_at",11,"65005",198,1,1,0.718725836701453,0.718725836701453,"MRPL9",TRUE
"211987_at",11,"7155",198,1,1,0.718725836701453,0.718725836701453,"TOP2B",TRUE
"43427_at",16,"32",159.5,0.9375,1,0.766396892073665,0.718497086319061,"ACACB",FALSE
"202965_s_at",11,"827",199,1,1,0.717527960306951,0.717527960306951,"CAPN6",TRUE
"204587_at",11,"9016",199,1,1,0.717527960306951,0.717527960306951,"SLC25A14",TRUE
"208030_s_at",11,"118",199,1,1,0.717527960306951,0.717527960306951,"ADD1",TRUE
"217918_at",11,"83658",142,0.909090909090909,1,0.789098512671132,0.717362284246484,"DYNLRB1",TRUE
"201588_at",11,"9352",200,1,1,0.716332080373106,0.716332080373106,"TXNL1",TRUE
"212556_at",11,"23513",200,1,1,0.716332080373106,0.716332080373106,"SCRIB",TRUE
"219493_at",11,"79801",201,1,1,0.715138193572484,0.715138193572484,"SHCBP1",TRUE
"219540_at",11,"10308",201,1,1,0.715138193572484,0.715138193572484,"ZNF267",TRUE
"221836_s_at",11,"83696",201,1,1,0.715138193572484,0.715138193572484,"TRAPPC9",TRUE
"204349_at",11,"9443",144.5,0.909090909090909,1,0.785814710947882,0.71437700995262,"MED7",TRUE
"213083_at",11,"11046",202,1,1,0.713946296583196,0.713946296583196,"SLC35D2",TRUE
"212457_at",11,"7030",145,0.909090909090909,1,0.785159592275481,0.713781447523165,"TFE3",TRUE
"214106_s_at",11,"2762",203,1,1,0.712756386088891,0.712756386088891,"GMDS",TRUE
"217522_at",11,"169522",203,1,1,0.712756386088891,0.712756386088891,"KCNV2",TRUE
"201492_s_at",11,"6171",204,1,1,0.711568458778743,0.711568458778743,"RPL41",TRUE
"204908_s_at",11,"602",147,0.909090909090909,1,0.78254457463343,0.711404158757664,"BCL3",TRUE
"214324_at",11,"2813",147,0.909090909090909,1,0.78254457463343,0.711404158757664,"GP2",TRUE
"221714_s_at",11,"730092",147,0.909090909090909,1,0.78254457463343,0.711404158757664,"RRN3P1",TRUE
"206311_s_at",11,"5319",205,1,1,0.710382511347445,0.710382511347445,"PLA2G1B",TRUE
"210825_s_at",11,"5037",206,1,1,0.709198540495199,0.709198540495199,"PEBP1",TRUE
"220491_at",11,"57817",206,1,1,0.709198540495199,0.709198540495199,"HAMP",TRUE
"40273_at",16,"56848",206,1,1,0.709198540495199,0.709198540495199,"SPHK2",TRUE
"212419_at",11,"219654",207,1,1,0.708016542927707,0.708016542927707,"ZCCHC24",TRUE
"214144_at",11,"5433",207,1,1,0.708016542927707,0.708016542927707,"POLR2D",TRUE
"214274_s_at",11,"30",207,1,1,0.708016542927707,0.708016542927707,"ACAA1",TRUE
"38157_at",16,"1797",169,0.9375,1,0.754347870984593,0.707201129048056,"DOM3Z",TRUE
"207574_s_at",11,"4616",208,1,1,0.706836515356161,0.706836515356161,"GADD45B",TRUE
"208056_s_at",11,"863",208,1,1,0.706836515356161,0.706836515356161,"CBFA2T3",TRUE
"213527_s_at",11,"146542",208,1,1,0.706836515356161,0.706836515356161,"ZNF688",TRUE
"220611_at",11,"1600",208,1,1,0.706836515356161,0.706836515356161,"DAB1",TRUE
"221365_at",11,"2862",208,1,1,0.706836515356161,0.706836515356161,"MLNR",TRUE
"203224_at",11,"55312",209,1,1,0.705658454497234,0.705658454497234,"RFK",TRUE
"204920_at",11,"1373",209,1,1,0.705658454497234,0.705658454497234,"CPS1",TRUE
"203804_s_at",11,"51747",152,0.909090909090909,1,0.776045070995379,0.705495519086708,"LUC7L3",TRUE
"213080_x_at",11,"6125",152,0.909090909090909,1,0.776045070995379,0.705495519086708,"RPL5",TRUE
"221842_s_at",11,"7690",152,0.909090909090909,1,0.776045070995379,0.705495519086708,"ZNF131",TRUE
"202797_at",11,"22908",210,1,1,0.704482357073072,0.704482357073072,"SACM1L",TRUE
"220331_at",11,"10858",210,1,1,0.704482357073072,0.704482357073072,"CYP46A1",TRUE
"202451_at",11,"2965",211,1,1,0.703308219811283,0.703308219811283,"GTF2H1",TRUE
"209430_at",11,"9044",211,1,1,0.703308219811283,0.703308219811283,"BTAF1",TRUE
"218097_s_at",11,"79004",211,1,1,0.703308219811283,0.703308219811283,"CUEDC2",TRUE
"219983_at",11,"57110",211,1,1,0.703308219811283,0.703308219811283,"HRASLS",TRUE
"220734_s_at",11,"80772",211,1,1,0.703308219811283,0.703308219811283,"GLTPD1",TRUE
"32625_at",16,"4881",131,0.875,1,0.80371103774773,0.703247158029264,"NPR1",TRUE
"214016_s_at",11,"100996496",154.5,0.909090909090909,1,0.772815590644658,0.70255962785878,"LOC100996496",TRUE
"215331_at",11,"22989",212,1,1,0.702136039444931,0.702136039444931,"MYH15",TRUE
"218571_s_at",11,"29082",212,1,1,0.702136039444931,0.702136039444931,"CHMP4A",TRUE
"219491_at",11,"78999",212,1,1,0.702136039444931,0.702136039444931,"LRFN4",TRUE
"220354_at",11,"100289410",212,1,1,0.702136039444931,0.702136039444931,"MCF2L-AS1",TRUE
"207509_s_at",11,"3904",155,0.909090909090909,1,0.772171309089859,0.701973917354417,"LAIR2",TRUE
"208843_s_at",11,"26003",155,0.909090909090909,1,0.772171309089859,0.701973917354417,"GORASP2",TRUE
"209045_at",11,"7511",155,0.909090909090909,1,0.772171309089859,0.701973917354417,"XPNPEP1",TRUE
"217515_s_at",11,"779",155,0.909090909090909,1,0.772171309089859,0.701973917354417,"CACNA1S",TRUE
"205194_at",11,"5723",213,1,1,0.700965812712523,0.700965812712523,"PSPH",TRUE
"205880_at",11,"5587",213,1,1,0.700965812712523,0.700965812712523,"PRKD1",TRUE
"209211_at",11,"688",213,1,1,0.700965812712523,0.700965812712523,"KLF5",TRUE
"214283_at",11,"27346",213,1,1,0.700965812712523,0.700965812712523,"TMEM97",TRUE
"206637_at",11,"9934",214,1,1,0.699797536358002,0.699797536358002,"P2RY14",TRUE
"216237_s_at",11,"4174",214,1,1,0.699797536358002,0.699797536358002,"MCM5",TRUE
"222072_at",11,"100505933",94,0.818181818181818,1,0.854877267215586,0.699445036812752,"LOC100505933",TRUE
"204767_s_at",11,"2237",215,1,1,0.698631207130739,0.698631207130739,"FEN1",TRUE
"212512_s_at",11,"10498",215,1,1,0.698631207130739,0.698631207130739,"CARM1",TRUE
"201575_at",11,"22938",158,0.909090909090909,1,0.768316883730451,0.69846989430041,"SNW1",TRUE
"202677_at",11,"5921",216,1,1,0.697466821785521,0.697466821785521,"RASA1",TRUE
"206552_s_at",11,"6863",216,1,1,0.697466821785521,0.697466821785521,"TAC1",TRUE
"209513_s_at",11,"84263",216,1,1,0.697466821785521,0.697466821785521,"HSDL2",TRUE
"32099_at",16,"9667",216,1,1,0.697466821785521,0.697466821785521,"SAFB2",TRUE
"202768_at",11,"2354",218,1,1,0.695143869787407,0.695143869787407,"FOSB",TRUE
"209974_s_at",11,"9184",218,1,1,0.695143869787407,0.695143869787407,"BUB3",TRUE
"218134_s_at",11,"55696",218,1,1,0.695143869787407,0.695143869787407,"RBM22",TRUE
"55616_at",16,"93210",138,0.875,1,0.794381162103755,0.695083516840785,"PGAP3",TRUE
"218792_s_at",11,"54836",161,0.909090909090909,1,0.764481698395474,0.694983362177704,"BSPRY",TRUE
"208695_s_at",11,"6170",98,0.818181818181818,1,0.849192317564138,0.694793714370659,"RPL39",TRUE
"211301_at",11,"3752",98,0.818181818181818,1,0.849192317564138,0.694793714370659,"KCND3",TRUE
"213039_at",11,"23370",219,1,1,0.693985296671095,0.693985296671095,"ARHGEF18",TRUE
"203078_at",11,"8453",220,1,1,0.692828654509976,0.692828654509976,"CUL2",TRUE
"218146_at",11,"55830",220,1,1,0.692828654509976,0.692828654509976,"GLT8D1",TRUE
"203227_s_at",11,"6302",163,0.909090909090909,1,0.761935549627762,0.692668681479784,"TSPAN31",TRUE
"213693_s_at",11,"4582",163,1,0.909090909090909,0.761935549627762,0.692668681479784,"MUC1",TRUE
"220565_at",11,"2826",163,0.909090909090909,1,0.761935549627762,0.692668681479784,"CCR10",TRUE
"218180_s_at",11,"64787",164,0.909090909090909,1,0.76066565704505,0.691514233677318,"EPS8L2",TRUE
"203429_s_at",11,"51430",222,1,1,0.69052115018565,0.69052115018565,"SUCO",TRUE
"214901_at",11,"7554",222,1,1,0.69052115018565,0.69052115018565,"ZNF8",TRUE
"207615_s_at",11,"750",165,0.909090909090909,1,0.759397880949974,0.690361709954522,"C16orf3",TRUE
"208136_s_at",11,"81854",165,0.909090909090909,1,0.759397880949974,0.690361709954522,"MGC3771",TRUE
"203695_s_at",11,"1687",223,1,1,0.689370281602007,0.689370281602007,"DFNA5",TRUE
"208333_at",11,"64211",223,1,1,0.689370281602007,0.689370281602007,"LHX5",TRUE
"221549_at",11,"83743",223,1,1,0.689370281602007,0.689370281602007,"GRWD1",TRUE
"219466_s_at",11,"336",166,0.909090909090909,1,0.758132217815058,0.689211107104598,"APOA2",TRUE
"221737_at",11,"2768",166,0.909090909090909,1,0.758132217815058,0.689211107104598,"GNA12",TRUE
"222006_at",11,"3954",224,1,1,0.68822133113267,0.68822133113267,"LETM1",TRUE
"217527_s_at",11,"84901",167,0.909090909090909,1,0.756868664118699,0.68806242192609,"NFATC2IP",TRUE
"221660_at",11,"93408",167,0.909090909090909,1,0.756868664118699,0.68806242192609,"MYL10",TRUE
"208986_at",11,"6938",225,1,1,0.687074295580783,0.687074295580783,"TCF12",TRUE
"213034_at",11,"23387",225,1,1,0.687074295580783,0.687074295580783,"SIK3",TRUE
"203956_at",11,"22880",105,0.818181818181818,1,0.839334472706246,0.686728204941474,"MORC2",TRUE
"218381_s_at",11,"11338",169,0.909090909090909,1,0.754347870984593,0.685770791804175,"U2AF2",TRUE
"204169_at",11,"3614",169.5,0.909090909090909,1,0.753718985613929,0.685199077830844,"IMPDH1",TRUE
"203781_at",11,"9553",227,1,1,0.684785956468557,0.684785956468557,"MRPL33",TRUE
"217718_s_at",11,"7529",227,1,1,0.684785956468557,0.684785956468557,"YWHAB",TRUE
"218590_at",11,"56652",227,1,1,0.684785956468557,0.684785956468557,"C10orf2",TRUE
"219009_at",11,"60686",227,1,1,0.684785956468557,0.684785956468557,"C14orf93",TRUE
"221732_at",11,"124583",227,1,1,0.684785956468557,0.684785956468557,"CANT1",TRUE
"221864_at",11,"93129",227,1,1,0.684785956468557,0.684785956468557,"ORAI3",TRUE
"202279_at",11,"9556",170,0.909090909090909,1,0.753090624532952,0.684627840484502,"C14orf2",TRUE
"214339_s_at",11,"11184",170,0.909090909090909,1,0.753090624532952,0.684627840484502,"MAP4K1",TRUE
"220030_at",11,"55359",107,0.818181818181818,1,0.836539022615205,0.684441018503349,"STYK1",TRUE
"44783_s_at",16,"23462",103,0.8125,1,0.84213926431155,0.684238152253135,"HEY1",TRUE
"205863_at",11,"6283",228,1,1,0.683644646541109,0.683644646541109,"S100A12",TRUE
"206408_at",11,"26045",228,1,1,0.683644646541109,0.683644646541109,"LRRTM2",TRUE
"209377_s_at",11,"9324",228,1,1,0.683644646541109,0.683644646541109,"HMGN3",TRUE
"209523_at",11,"6873",228,1,1,0.683644646541109,0.683644646541109,"TAF2",TRUE
"213967_at",11,"138046",228,1,1,0.683644646541109,0.683644646541109,"RALYL",TRUE
"214954_at",11,"26032",228,1,1,0.683644646541109,0.683644646541109,"SUSD5",TRUE
"219041_s_at",11,"29803",228,1,1,0.683644646541109,0.683644646541109,"REPIN1",TRUE
"207901_at",11,"3593",171,0.909090909090909,1,0.751835473492063,0.683486794083694,"IL12B",TRUE
"208302_at",11,"57824",172,0.909090909090909,1,0.750582414369577,0.682347649426888,"HMHB1",TRUE
"209422_at",11,"51230",172,0.909090909090909,1,0.750582414369577,0.682347649426888,"PHF20",TRUE
"212222_at",11,"23198",230,1,1,0.681367730065546,0.681367730065546,"PSME4",TRUE
"214340_at",11,"245",230,1,1,0.681367730065546,0.681367730065546,"ALOX12P2",TRUE
"221274_s_at",11,"81562",230,1,1,0.681367730065546,0.681367730065546,"LMAN2L",TRUE
"209094_at",11,"23576",173,0.909090909090909,1,0.749331443678961,0.68121040334451,"DDAH1",TRUE
"213847_at",11,"5630",173,0.909090909090909,1,0.749331443678961,0.68121040334451,"PRPH",TRUE
"201795_at",11,"3930",231,1,1,0.680232117182103,0.680232117182103,"LBR",TRUE
"203512_at",11,"27095",231,1,1,0.680232117182103,0.680232117182103,"TRAPPC3",TRUE
"213428_s_at",11,"1291",231,1,1,0.680232117182103,0.680232117182103,"COL6A1",TRUE
"219594_at",11,"4815",231,1,1,0.680232117182103,0.680232117182103,"NINJ2",TRUE
"203188_at",11,"11041",174,0.909090909090909,1,0.748082557939496,0.680075052672269,"B3GNT1",TRUE
"216921_s_at",11,"3886",174,0.909090909090909,1,0.748082557939496,0.680075052672269,"KRT35",TRUE
"36711_at",16,"23764",97.5,1,0.8,0.849900863634477,0.679920690907582,"MAFF",TRUE
"209570_s_at",11,"27065",174.5,0.909090909090909,1,0.747458895840306,0.679508087127551,"NSG1",TRUE
"210108_at",11,"776",232,1,1,0.6790983969868,0.6790983969868,"CACNA1D",TRUE
"204530_s_at",11,"9760",175,0.909090909090909,1,0.746835753676263,0.678941594251148,"TOX",TRUE
"204974_at",11,"5864",175,0.909090909090909,1,0.746835753676263,0.678941594251148,"RAB3A",TRUE
"203038_at",11,"5796",233,1,1,0.677966566325155,0.677966566325155,"PTPRK",TRUE
"204930_s_at",11,"662",233,1,1,0.677966566325155,0.677966566325155,"BNIP1",TRUE
"208438_s_at",11,"2268",233,1,1,0.677966566325155,0.677966566325155,"FGR",TRUE
"220148_at",11,"64577",233,1,1,0.677966566325155,0.677966566325155,"ALDH8A1",TRUE
"202329_at",11,"1445",176,0.909090909090909,1,0.745591027420136,0.677810024927396,"CSK",TRUE
"209944_at",11,"57862",176,0.909090909090909,1,0.745591027420136,0.677810024927396,"ZNF410",TRUE
"221014_s_at",11,"83452",176,0.909090909090909,1,0.745591027420136,0.677810024927396,"RAB33B",TRUE
"203366_at",11,"5428",234,1,1,0.676836622047946,0.676836622047946,"POLG",TRUE
"210215_at",11,"7036",234,1,1,0.676836622047946,0.676836622047946,"TFR2",TRUE
"212898_at",11,"9675",234,1,1,0.676836622047946,0.676836622047946,"TTI1",TRUE
"219371_s_at",11,"10365",234,1,1,0.676836622047946,0.676836622047946,"KLF2",TRUE
"219410_at",11,"55076",234,1,1,0.676836622047946,0.676836622047946,"TMEM45A",TRUE
"203151_at",11,"4130",177,0.909090909090909,1,0.744348375707769,0.676680341552517,"MAP1A",TRUE
"218422_s_at",11,"64062",235,1,1,0.6757085610112,0.6757085610112,"RBM26",TRUE
"221749_at",11,"253943",235,1,1,0.6757085610112,0.6757085610112,"YTHDF3",TRUE
"222057_at",11,"79159",235,1,1,0.6757085610112,0.6757085610112,"NOL12",TRUE
"201429_s_at",11,"6168",178,0.909090909090909,1,0.74310779508159,0.675552540983263,"RPL37A",TRUE
"212971_at",11,"833",126,1,0.833333333333333,0.810442248355232,0.675368540296027,"CARS",TRUE
"207959_s_at",11,"1770",115,0.818181818181818,1,0.825450016697283,0.675368195479596,"DNAH9",TRUE
"216321_s_at",11,"2908",194,1,0.933333333333333,0.723537373629346,0.675301548720723,"NR3C1",TRUE
"201997_s_at",11,"23013",236,1,1,0.674582380076181,0.674582380076181,"SPEN",TRUE
"202786_at",11,"27347",236,1,1,0.674582380076181,0.674582380076181,"STK39",TRUE
"208204_s_at",11,"859",236,1,1,0.674582380076181,0.674582380076181,"CAV3",TRUE
"213348_at",11,"1028",236,1,1,0.674582380076181,0.674582380076181,"CDKN1C",TRUE
"221394_at",11,"9287",236,1,1,0.674582380076181,0.674582380076181,"TAAR2",TRUE
"221599_at",11,"28971",179,0.909090909090909,1,0.741869282089787,0.674426620081624,"C11orf67",TRUE
"214461_at",11,"3929",116,0.818181818181818,1,0.824074266669455,0.674242581820463,"LBP",TRUE
"202582_s_at",11,"10048",237,1,1,0.673458076109387,0.673458076109387,"RANBP9",TRUE
