"probeset","nProbes","EntrezID","process","specificity","coverage","robust","overall","symbol","best"
"36928_at",16,"7705",97.5,0.9375,1,0.849900863634477,0.796782059657322,"ZNF146",TRUE
"1596_g_at",16,"7010",137,1,1,0.79570734100543,0.79570734100543,"TEK",TRUE
"1612_s_at",16,"3727",103.5,0.9375,1,0.841437188937895,0.788847364629277,"JUND",TRUE
"31811_r_at",16,"5481",64.5,0.875,1,0.89799598387009,0.785746485886329,"PPID",TRUE
"1482_g_at",16,"4321",106,0.9375,1,0.837935581918402,0.785564608048502,"MMP12",TRUE
"32757_at",16,"8480",106.5,0.9375,1,0.837237011074238,0.784909697882098,"RAE1",TRUE
"35127_at",16,"3012",108,0.9375,1,0.835144790910846,0.782948241478918,"HIST1H2AE",TRUE
"34244_r_at",16,"26013",67,0.875,1,0.894259009700259,0.782476633487727,"L3MBTL1",TRUE
"32827_at",16,"22800",110.5,0.9375,1,0.831669369452665,0.779690033861873,"RRAS2",TRUE
"464_s_at",16,"3430",111,0.9375,1,0.830976022629805,0.779040021215442,"IFI35",TRUE
"36941_at",16,"10962",151,1,1,0.77734063872659,0.77734063872659,"MLLT11",TRUE
"2053_at",16,"1000",113,0.9375,1,0.828208410821102,0.776445385144783,"CDH2",TRUE
"40062_s_at",16,"4635",152.5,1,1,0.775398097084671,0.775398097084671,"MYL4",TRUE
"41338_at",16,"166",117,0.9375,1,0.822700809558339,0.771282008960943,"AES",TRUE
"1940_at",16,"3845",76,0.875,1,0.880934203556303,0.770817428111766,"KRAS",TRUE
"41655_at",16,"11043",156.5,1,1,0.770241685385817,0.770241685385817,"MID2",TRUE
"36666_at",16,"5034",119.5,0.9375,1,0.819277173228064,0.76807234990131,"P4HB",TRUE
"38127_at",16,"6382",119.5,0.9375,1,0.819277173228064,0.76807234990131,"SDC1",TRUE
"38470_i_at",13,"10513",159,1,1,0.767036355590901,0.767036355590901,"APPBP2",TRUE
"34526_s_at",16,"157627",160.5,1,1,0.765119563920209,0.765119563920209,"LINC00599",TRUE
"41366_at",16,"22864",160.5,1,1,0.765119563920209,0.765119563920209,"R3HDM2",TRUE
"41268_g_at",16,"22980",122,0.9375,1,0.81586778422268,0.764876047708763,"TCF25",TRUE
"41375_at",16,"57819",162,1,1,0.763207562231482,0.763207562231482,"LSM2",TRUE
"38471_r_at",16,"10513",84,0.875,1,0.869256703365104,0.760599615444466,"APPBP2",FALSE
"39572_at",16,"2898",164.5,1,1,0.760031504657163,0.760031504657163,"GRIK2",TRUE
"40742_at",16,"3055",165.5,1,1,0.758764785482734,0.758764785482734,"HCK",TRUE
"36009_at",16,"2882",167.5,1,1,0.756237677211084,0.756237677211084,"GPX7",TRUE
"36122_at",16,"5687",168,1,1,0.755607216345168,0.755607216345168,"PSMA6",TRUE
"31889_at",16,"2315",88,0.875,1,0.863476130197087,0.755541613922451,"MLANA",FALSE
"38263_at",16,"6262",89.5,0.875,1,0.861318339575901,0.753653547128913,"RYR2",TRUE
"1424_s_at",16,"7533",132.5,0.9375,1,0.801702597585059,0.751596185235993,"YWHAH",TRUE
"39775_at",16,"710",172.5,1,1,0.749956668187966,0.749956668187966,"SERPING1",TRUE
"33861_at",16,"4848",134.5,0.9375,1,0.799032482544769,0.749092952385721,"CNOT2",TRUE
"39101_at",16,"4620",134.5,0.9375,1,0.799032482544769,0.749092952385721,"MYH2",TRUE
"34265_at",16,"6447",93.5,0.875,1,0.855590556674027,0.748641737089774,"SCG5",TRUE
"35246_at",16,"7301",95,0.875,1,0.853452471770227,0.746770912798949,"TYRO3",TRUE
"36335_at",16,"696",138,0.9375,1,0.794381162103755,0.74473233947227,"BTN1A1",TRUE
"40182_s_at",16,"10498",138.5,0.9375,1,0.793718901745114,0.744111470386044,"CARM1",TRUE
"38906_at",16,"6708",177.5,1,1,0.743727826724779,0.743727826724779,"SPTA1",TRUE
"34286_at",16,"10286",99,0.875,1,0.847776997034865,0.741804872405507,"BCAS2",TRUE
"41229_at",16,"4781",141,0.9375,1,0.790415872458563,0.741014880429903,"NFIB",TRUE
"32643_at",16,"2632",141.5,0.9375,1,0.789756917885945,0.740397110518073,"GBE1",TRUE
"35214_at",16,"7358",142,0.9375,1,0.789098512671132,0.739779855629186,"UGDH",TRUE
"39321_at",16,"2558",142,0.9375,1,0.789098512671132,0.739779855629186,"GABRA5",TRUE
"33413_at",16,"7803",183,1,1,0.736935837631294,0.736935837631294,"PTP4A1",TRUE
"36517_at",16,"7307",183.5,1,1,0.736321468339313,0.736321468339313,"U2AF1",TRUE
"32260_at",16,"8682",104,0.875,1,0.840735698871031,0.735643736512152,"PEA15",TRUE
"32774_at",16,"4714",145.5,0.9375,1,0.784505019762969,0.735473456027783,"NDUFB8",TRUE
"38697_at",16,"25844",185,1,1,0.734481431883183,0.734481431883183,"YIPF3",TRUE
"32370_at",16,"2999",147,0.9375,1,0.78254457463343,0.733635538718841,"GZMH",TRUE
"37078_at",16,"919",147,0.9375,1,0.78254457463343,0.733635538718841,"CD247",TRUE
"33908_at",16,"823",187,1,1,0.732035200669772,0.732035200669772,"CAPN1",TRUE
"35734_at",16,"10097",149.5,0.9375,1,0.779288046859728,0.730582543930995,"ACTR2",TRUE
"35787_at",16,"1781",108.5,0.875,1,0.834448546695687,0.730142478358726,"DYNC1I2",TRUE
"41816_at",16,"29775",189.5,1,1,0.728988865624352,0.728988865624352,"CARD10",TRUE
"39795_at",16,"1173",109.5,0.875,1,0.833057799117861,0.728925574228129,"AP2M1",TRUE
"37941_at",16,"4606",66,0.8125,1,0.895751929582898,0.727798442786104,"MYBPC2",TRUE
"41535_at",16,"8099",190.5,1,1,0.727773884181645,0.727773884181645,"CDK2AP1",TRUE
"33150_at",16,"57050",152,0.9375,1,0.776045070995379,0.727542254058168,"UTP3",TRUE
"39707_at",16,"9110",152,0.9375,1,0.776045070995379,0.727542254058168,"MTMR4",TRUE
"35159_at",16,"6905",191,1,1,0.727167153034759,0.727167153034759,"TBCE",TRUE
"36005_at",16,"11129",191,1,1,0.727167153034759,0.727167153034759,"CLASRP",TRUE
"41323_at",16,"100507424",111,0.875,1,0.830976022629805,0.727104019801079,"LOC100507424",TRUE
"38003_s_at",16,"8525",112,0.875,1,0.829591062592088,0.725892179768077,"DGKZ",TRUE
"41379_at",16,"23137",153.5,0.9375,1,0.774105766922863,0.725724156490184,"SMC5",TRUE
"36648_at",16,"9443",154,0.9375,1,0.773460409772813,0.725119134162013,"MED7",TRUE
"38699_at",16,"10382",155,0.9375,1,0.772171309089859,0.723910602271743,"TUBB4A",TRUE
"34034_at",16,"9754",114,0.875,1,0.826828063469733,0.723474555536016,"STARD8",TRUE
"35267_g_at",16,"10904",114.5,0.875,1,0.826138752750937,0.72287140865707,"BLCAP",TRUE
"32172_at",16,"23013",195,1,1,0.72233147800663,0.72233147800663,"SPEN",TRUE
"36474_at",16,"23376",195,1,1,0.72233147800663,0.72233147800663,"UFL1",TRUE
"39163_at",16,"57498",195,1,1,0.72233147800663,0.72233147800663,"KIDINS220",TRUE
"37624_at",16,"761",115.5,0.875,1,0.824761854829685,0.721666622975975,"CA3",TRUE
"32112_s_at",16,"202",157,0.9375,1,0.769599549646529,0.721499577793621,"AIM1",TRUE
"39921_at",16,"1329",196.5,1,1,0.720526401949375,0.720526401949375,"COX5B",TRUE
"32233_at",16,"27348",117.5,0.875,1,0.822014939652072,0.719263072195563,"TOR1B",TRUE
"1637_at",16,"7867",159,0.9375,1,0.767036355590901,0.719096583366469,"MAPKAPK3",TRUE
"31821_at",16,"23082",118,0.875,1,0.821329641542408,0.718663436349607,"PPRC1",TRUE
"741_g_at",16,"3359",160,0.9375,1,0.765757961664916,0.717898089060859,"HTR3A",TRUE
"36676_at",16,"6185",161,0.9375,1,0.764481698395474,0.716701592245757,"RPN2",TRUE
"487_g_at",16,"842",161,0.9375,1,0.764481698395474,0.716701592245757,"CASP9",TRUE
"31962_at",16,"6168",162.5,0.9375,1,0.76257129070593,0.71491058503681,"RPL37A",TRUE
"33457_at",16,"23272",121.5,0.875,1,0.816548525087229,0.714479959451326,"FAM208A",TRUE
"34177_at",16,"8704",77.5,0.8125,1,0.878732785942267,0.713970388578092,"B4GALT2",TRUE
"35038_at",16,"4607",78,0.8125,1,0.87800020325057,0.713375165141088,"MYBPC3",TRUE
"35482_at",16,"1109",123,0.875,1,0.814508004582309,0.712694504009521,"AKR1C4",TRUE
"34680_s_at",16,"9861",165,0.9375,1,0.759397880949974,0.711935513390601,"PSMD6",TRUE
"33223_at",16,"23031",165.5,0.9375,1,0.758764785482734,0.711341986390063,"MAST3",TRUE
"36732_at",16,"89845",124.5,0.875,1,0.812472583252518,0.710913510345954,"ABCC10",TRUE
"34520_at",16,"610",166,0.9375,1,0.758132217815058,0.710748954201617,"HCN2",TRUE
"40273_at",16,"56848",206,1,1,0.709198540495199,0.709198540495199,"SPHK2",TRUE
"38454_g_at",16,"3384",82,0.8125,1,0.872161485646465,0.708631207087753,"ICAM2",TRUE
"40427_at",16,"10063",206.5,1,1,0.708607295256538,0.708607295256538,"COX17",TRUE
"36638_at",16,"1490",207,1,1,0.708016542927707,0.708016542927707,"CTGF",TRUE
"40657_r_at",16,"9370",127,0.875,1,0.80909151127464,0.70795507236531,"ADIPOQ",TRUE
"196_s_at",16,"838",83,0.8125,1,0.870707883170388,0.70745015507594,"CASP5",TRUE
"34848_at",16,"2222",207.5,1,1,0.707426283097777,0.707426283097777,"FDFT1",TRUE
"40400_at",16,"134",127.5,0.875,1,0.808416987179669,0.70736486378221,"ADORA1",TRUE
"38157_at",16,"1797",169,0.9375,1,0.754347870984593,0.707201129048056,"DOM3Z",TRUE
"41668_r_at",16,"23483",208,1,1,0.706836515356161,0.706836515356161,"TGDS",TRUE
"32298_at",16,"2515",128,0.875,1,0.807743025422516,0.706775147244701,"ADAM2",TRUE
"31863_at",16,"23076",84,0.8125,1,0.869256703365104,0.706271071484147,"RRP1B",TRUE
"1403_s_at",16,"6352",208.5,1,1,0.706247239292614,0.706247239292614,"CCL5",TRUE
"33359_at",16,"23284",208.5,1,1,0.706247239292614,0.706247239292614,"LPHN3",TRUE
"37670_at",16,"310",209,1,1,0.705658454497234,0.705658454497234,"ANXA7",TRUE
"34414_at",16,"23392",170.5,0.9375,1,0.752462787304572,0.705433863098036,"KIAA0368",TRUE
"40681_at",16,"9358",209.5,1,1,0.70507016056046,0.70507016056046,"ITGBL1",TRUE
"32724_at",16,"5264",85.5,0.8125,1,0.867084467334102,0.704506129708958,"PHYH",TRUE
"32625_at",16,"4881",131,0.875,1,0.80371103774773,0.703247158029264,"NPR1",TRUE
"40381_at",16,"22869",172.5,0.9375,1,0.749956668187966,0.703084376426218,"ZNF510",TRUE
"36608_at",16,"4190",87,0.8125,1,0.864917659629803,0.702745598449215,"MDH1",TRUE
"33833_at",16,"6709",173.5,0.9375,1,0.748706740407653,0.701912569132174,"SPTAN1",TRUE
"40575_at",16,"9231",132.5,0.875,1,0.801702597585059,0.701489772886927,"DLG5",TRUE
"35693_at",16,"3241",174,0.9375,1,0.748082557939496,0.701327398068277,"HPCAL1",TRUE
"40205_g_at",16,"1506",213,1,1,0.700965812712523,0.700965812712523,"CTRL",TRUE
"35756_at",16,"10755",65.5,0.9375,0.833333333333333,0.896499323896973,0.70039009679451,"GIPC1",TRUE
"35720_at",16,"22911",133.5,0.875,1,0.800366426589084,0.700320623265449,"WDR47",TRUE
"40772_at",16,"84179",214,1,1,0.699797536358002,0.699797536358002,"MFSD7",TRUE
"674_g_at",16,"4522",134,0.875,1,0.799699176430088,0.699736779376327,"MTHFD1",TRUE
"32099_at",16,"9667",216,1,1,0.697466821785521,0.697466821785521,"SAFB2",TRUE
"35629_at",16,"57591",136,0.875,1,0.797035733895256,0.697406267158349,"MKL1",TRUE
"416_s_at",16,"3222",178,0.9375,1,0.74310779508159,0.69666355788899,"HOXC5",TRUE
"34817_s_at",16,"11273",178.5,0.9375,1,0.742488280346904,0.696082762825223,"ATXN2L",TRUE
"37237_at",16,"10947",137.5,0.875,1,0.795043975036842,0.695663478157237,"AP3M2",TRUE
"36572_r_at",16,"23204",139,0.875,1,0.793057193500248,0.693925044312717,"ARL6IP1",TRUE
"36991_at",16,"6429",219.5,1,1,0.693406734422403,0.693406734422403,"SRSF4",TRUE
"31392_r_at",16,"711",139.5,0.875,1,0.792396036908872,0.693346532295263,"ERC2-IT1",TRUE
"41709_at",16,"8495",140,0.875,1,0.791735431511081,0.692768502572196,"PPFIBP2",TRUE
"32110_at",16,"23302",181.5,0.9375,1,0.73878202291006,0.692608146478181,"WSCD1",TRUE
"32767_at",16,"6491",182,0.9375,1,0.738166114488775,0.692030732333227,"STIL",TRUE
"719_g_at",16,"5654",182,0.9375,1,0.738166114488775,0.692030732333227,"HTRA1",TRUE
"39510_r_at",16,"27250",96.5,0.8125,1,0.851319729850895,0.691697280503852,"PDCD4",TRUE
"36404_at",16,"2740",221,1,1,0.691673940085793,0.691673940085793,"GLP1R",TRUE
"32857_at",16,"6655",182.5,0.9375,1,0.737550719538543,0.691453799567385,"SOS2",TRUE
"40801_at",16,"26130",142.5,0.875,1,0.788440656356135,0.689885574311618,"GAPVD1",TRUE
"38167_at",16,"8497",185,0.9375,1,0.734481431883183,0.688576342390484,"PPFIA4",TRUE
"1523_g_at",16,"8711",224,1,1,0.68822133113267,0.68822133113267,"TNK1",TRUE
"32684_at",16,"203197",144.5,0.875,1,0.785814710947882,0.687587872079397,"C9orf91",TRUE
"33710_at",16,"10162",101,0.8125,1,0.844953428647518,0.686524660776108,"LPCAT3",TRUE
"39355_at",16,"6059",225.5,1,1,0.686501494901321,0.686501494901321,"ABCE1",TRUE
"36701_at",16,"10690",145.5,0.875,1,0.784505019762969,0.686441892292598,"FUT9",TRUE
"38708_at",16,"5901",187,0.9375,1,0.732035200669772,0.686283000627911,"RAN",TRUE
"39782_at",16,"10438",53.5,0.75,1,0.914625072155364,0.685968804116523,"C1D",TRUE
"37407_s_at",16,"4629",146,0.875,1,0.783850992955022,0.685869618835644,"MYH11",TRUE
"36750_at",16,"23504",187.5,0.9375,1,0.731424916944955,0.685710859635895,"RIMBP2",TRUE
"38342_at",16,"23338",227,1,1,0.684785956468557,0.684785956468557,"PHF15",TRUE
"41246_at",16,"5270",227,1,1,0.684785956468557,0.684785956468557,"SERPINE2",TRUE
"36473_at",16,"10868",147.5,0.875,1,0.781892182211036,0.684155659434657,"USP20",TRUE
"35282_r_at",16,"975",148,0.875,1,0.781240333675708,0.683585291966244,"CD81",TRUE
"32530_at",16,"10971",148.5,0.875,1,0.780589028574018,0.683015400002265,"YWHAQ",TRUE
"36643_at",16,"780",149,0.875,1,0.779938266452915,0.682445983146301,"DDR1",TRUE
"36457_at",16,"8833",230,1,1,0.681367730065546,0.681367730065546,"GMPS",TRUE
"39590_at",16,"321",231,1,1,0.680232117182103,0.680232117182103,"APBA2",TRUE
"32368_at",16,"5100",192.5,0.9375,1,0.725349992828495,0.680015618276714,"PCDH8",TRUE
"36711_at",16,"23764",97.5,1,0.8,0.849900863634477,0.679920690907582,"MAFF",TRUE
"32466_at",16,"6171",231.5,1,1,0.679665020695712,0.679665020695712,"RPL41",TRUE
"41866_s_at",16,"1838",152,0.875,1,0.776045070995379,0.679039437120956,"DTNB",TRUE
"40041_at",16,"10403",232.5,1,1,0.678532245661219,0.678532245661219,"NDC80",TRUE
"32183_at",16,"9295",194,0.9375,1,0.723537373629346,0.678316287777512,"SRSF11",TRUE
"41036_at",16,"79734",108.5,0.8125,1,0.834448546695687,0.677989444190246,"KCTD17",TRUE
"41278_at",16,"86",233,1,1,0.677966566325155,0.677966566325155,"ACTL6A",TRUE
"35239_at",16,"2010",153.5,0.875,1,0.774105766922863,0.677342546057505,"EMD",TRUE
"31652_at",16,"22989",195,0.9375,1,0.72233147800663,0.677185760631216,"MYH15",TRUE
"32227_at",16,"5552",195,0.9375,1,0.72233147800663,0.677185760631216,"SRGN",TRUE
"37880_at",16,"189",109.5,0.8125,1,0.833057799117861,0.676859461783262,"AGXT",TRUE
"33771_at",16,"23507",195.5,0.9375,1,0.721729284089524,0.676621203833929,"LRRC8B",TRUE
"39701_at",16,"5178",154.5,0.875,1,0.772815590644658,0.676213641814076,"PEG3",TRUE
"35145_at",16,"4335",155,0.875,1,0.772171309089859,0.675649895453627,"MNT",TRUE
"32853_at",16,"9868",155.5,0.875,1,0.771527564660251,0.675086619077719,"TOMM70A",TRUE
"40335_at",16,"1183",236,1,1,0.674582380076181,0.674582380076181,"CLCN4",TRUE
"41154_r_at",16,"1495",156,0.875,1,0.770884356908042,0.674523812294537,"CTNNA1",TRUE
"41435_at",16,"8541",157,0.875,1,0.769599549646529,0.673399605940713,"PPFIA3",TRUE
"33239_at",16,"201134",198.5,0.9375,1,0.718126648738438,0.673243733192286,"CEP112",TRUE
"37732_at",16,"23429",198.5,0.9375,1,0.718126648738438,0.673243733192286,"RYBP",TRUE
"41597_s_at",16,"9554",157.5,0.875,1,0.768957949243507,0.672838205588069,"SEC22B",TRUE
"41725_at",16,"1455",199,0.9375,1,0.717527960306951,0.672682462787766,"CSNK1G2",TRUE
"33140_at",16,"11041",113.5,0.8125,1,0.827517949333159,0.672358333833192,"B3GNT1",TRUE
"40568_at",16,"526",158.5,0.875,1,0.767676352661434,0.671716808578755,"ATP6V1B2",TRUE
"34884_at",16,"1373",200.5,0.9375,1,0.71573488803889,0.671001457536459,"CPS1",TRUE
"34580_at",16,"4985",116,0.8125,1,0.824074266669455,0.669560341668932,"OPRD1",TRUE
"35464_at",16,"3589",160.5,0.875,1,0.765119563920209,0.669479618430183,"IL11",TRUE
"32089_at",16,"9576",116.5,0.8125,1,0.823387251738303,0.669002142037371,"SPAG6",TRUE
"36963_at",16,"5226",116.5,0.8125,1,0.823387251738303,0.669002142037371,"PGD",TRUE
"40008_at",16,"6356",242,1,1,0.667864601491282,0.667864601491282,"CCL11",TRUE
"33446_at",16,"18",162,0.875,1,0.763207562231482,0.667806616952547,"ABAT",TRUE
"37900_at",16,"8799",162,0.875,1,0.763207562231482,0.667806616952547,"PEX11B",TRUE
"38719_at",16,"4905",206,0.9375,1,0.709198540495199,0.664873631714249,"NSF",TRUE
"38750_at",16,"4854",206,0.9375,1,0.709198540495199,0.664873631714249,"NOTCH3",TRUE
"41755_at",16,"22837",206.5,0.9375,1,0.708607295256538,0.664319339303004,"COBLL1",TRUE
"1404_r_at",6,"6352",245.5,1,1,0.663976834297071,0.663976834297071,"CCL5",FALSE
"35622_at",16,"25759",207,0.9375,1,0.708016542927707,0.663765508994725,"SHC2",TRUE
"41043_at",16,"6665",121.5,0.8125,1,0.816548525087229,0.663445676633374,"SOX15",TRUE
"39260_at",16,"9122",246.5,1,1,0.662870206239909,0.662870206239909,"SLC16A4",TRUE
"40409_at",16,"224",247,1,1,0.662317584046107,0.662317584046107,"ALDH3A2",TRUE
"41385_at",16,"23136",167,0.875,1,0.756868664118699,0.662260081103862,"EPB41L3",TRUE
"35334_at",16,"8908",123,0.8125,1,0.814508004582309,0.661787753723126,"GYG2",TRUE
"41529_g_at",16,"130074",247.5,1,1,0.661765422562843,0.661765422562843,"FAM168B",TRUE
"36570_at",16,"793",167.5,0.875,1,0.756237677211084,0.661707967559699,"CALB1",TRUE
"36910_at",16,"6416",168,0.875,1,0.755607216345168,0.661156314302022,"MAP2K4",TRUE
"38623_at",16,"92170",168,0.875,1,0.755607216345168,0.661156314302022,"MTG1",TRUE
"34756_g_at",16,"10038",209.5,0.9375,1,0.70507016056046,0.661003275525431,"PARP2",TRUE
"37998_at",16,"6499",124,0.8125,1,0.813150491241339,0.660684774133588,"SKIV2L",TRUE
"31880_at",16,"7993",248.5,1,1,0.660662480191905,0.660662480191905,"UBXN8",TRUE
"34659_at",16,"9631",168.5,0.875,1,0.754977281082399,0.660605120947099,"NUP155",TRUE
"38978_at",16,"10605",124.5,0.8125,1,0.812472583252518,0.660133973892671,"PAIP1",TRUE
"39758_f_at",16,"3916",124.5,0.8125,1,0.812472583252518,0.660133973892671,"LAMP1",TRUE
"33235_at",16,"89795",169,0.875,1,0.754347870984593,0.660054387111519,"NAV3",TRUE
"35917_at",16,"4130",77,0.75,1,0.87946597988371,0.659599484912782,"MAP1A",TRUE
"35166_at",16,"10311",250,1,1,0.659011512372792,0.659011512372792,"DSCR3",TRUE
"36375_at",16,"4956",212,0.9375,1,0.702136039444931,0.658252536979623,"ODF1",TRUE
"37683_at",16,"9100",212.5,0.9375,1,0.701550682078115,0.657703764448233,"USP10",TRUE
"38615_at",16,"10562",212.5,0.9375,1,0.701550682078115,0.657703764448233,"OLFM4",TRUE
"38979_at",16,"4712",79,0.75,1,0.876536869578486,0.657402652183864,"NDUFB6",TRUE
"36641_at",16,"830",251.5,1,1,0.657364670252991,0.657364670252991,"CAPZA2",TRUE
"31794_at",16,"22978",252,1,1,0.656816637919084,0.656816637919084,"NT5C2",TRUE
"34705_at",16,"27095",213.5,0.9375,1,0.700381430941318,0.656607591507485,"TRAPPC3",TRUE
"1792_g_at",16,"1017",128,0.8125,1,0.807743025422516,0.656291208155794,"CDK2",TRUE
"41498_at",16,"22883",172.5,0.875,1,0.749956668187966,0.65621208466447,"CLSTN1",TRUE
"1552_i_at",14,"1553",108.5,0.785714285714286,1,0.834448546695687,0.655638143832326,"CYP2A13",TRUE
"40650_r_at",16,"1394",129,0.8125,1,0.806396787046811,0.655197389475534,"CRHR1",TRUE
"36664_at",16,"2592",81.5,0.75,1,0.872889196649702,0.654666897487277,"GALT",TRUE
"31879_at",16,"8939",254,1,1,0.654629073616681,0.654629073616681,"FUBP3",TRUE
"38565_at",16,"9514",174.5,0.875,1,0.747458895840306,0.654026533860268,"GAL3ST1",TRUE
"34559_at",16,"388818",216,0.9375,1,0.697466821785521,0.653875145423926,"KRTAP26-1",TRUE
"35715_at",16,"25906",130.5,0.8125,1,0.804381635309326,0.653560078688827,"ANAPC15",TRUE
"34033_s_at",16,"11027",131,0.8125,1,0.80371103774773,0.653015218170031,"LILRA2",TRUE
"32133_at",16,"23396",256,1,1,0.652448795118719,0.652448795118719,"PIP5K1C",TRUE
"38148_at",16,"1407",176,0.875,1,0.745591027420136,0.652392148992619,"CRY1",TRUE
"32806_at",16,"706",122.5,1,0.8,0.815187610878751,0.652150088703001,"TSPO",TRUE
"1757_i_at",12,"1551",84.5,0.75,1,0.868532020701939,0.651399015526454,"CYP3A7",TRUE
"39728_at",16,"10437",177,0.875,1,0.744348375707769,0.651304828744298,"IFI30",TRUE
"32142_at",16,"6788",218.5,0.9375,1,0.694564341658501,0.651154070304845,"STK3",TRUE
"41401_at",16,"1466",133,0.8125,1,0.801034233485898,0.650840314707292,"CSRP2",TRUE
"38996_at",16,"2077",257.5,1,1,0.650818352953989,0.650818352953989,"ERF",TRUE
"38288_at",16,"6591",177.5,0.875,1,0.743727826724779,0.650761848384182,"SNAI2",TRUE
"36088_at",16,"8624",219.5,0.9375,1,0.693406734422403,0.650068813521003,"PSMG1",TRUE
"36706_at",16,"6792",134,0.8125,1,0.799699176430088,0.649755580849447,"CDKL5",TRUE
"32081_at",16,"11113",220,0.9375,1,0.692828654509976,0.649526863603103,"CIT",TRUE
"33767_at",16,"4744",179,0.875,1,0.741869282089787,0.649135621828564,"NEFH",TRUE
"38592_s_at",16,"283638",179,0.875,1,0.741869282089787,0.649135621828564,"KIAA0284",TRUE
"38210_at",16,"6835",135,0.8125,1,0.798366344469371,0.648672654881364,"SURF2",TRUE
"40076_at",16,"7165",87.5,0.75,1,0.864196594344286,0.648147445758215,"TPD52L2",TRUE
"1202_g_at",16,"9363",135.5,0.8125,1,0.797700761740528,0.648131868914179,"RAB33A",TRUE
"37106_at",16,"6940",260,1,1,0.648109998553828,0.648109998553828,"ZNF354A",TRUE
"38364_at",16,"7091",221.5,0.9375,1,0.691097304770813,0.647903723222637,"TLE4",TRUE
"41464_at",16,"9739",88,0.75,1,0.863476130197087,0.647607097647815,"SETD1A",TRUE
"39642_at",16,"54898",260.5,1,1,0.647569681662445,0.647569681662445,"ELOVL2",TRUE
